name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
Harvard Business Analytics Program Pitch Competition 2022,Harvard Business School,$,500,14,Harvard Business School,"Jun 20 - 21, 2022",True,"Open Ended, Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/001/462/datas/medium_square.png,https://hbap-pitch-2022.devpost.com
AITE Hackathon 2022,Online,$,0,11,AITE,"Jun 11 - 12, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/000/970/datas/medium_square.png,https://aite-hackathon-2022.devpost.com
Potatathon,Online,$CAD,2,6,potatoes,"Jun 05, 2022",False,"Beginner Friendly, Lifehacks, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/999/995/datas/medium_square.jpg,https://potatathon.devpost.com
Accelathon 3.0,Bangalore,₹,85000,25,BCIC,"Jun 24 - 25, 2022",False,"Blockchain, Machine Learning/AI, Open Ended",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://accelathon3.devpost.com
Ardsley Hacks,Ardsley High School,$,0,7,Ardsley High School,"Jun 04 - 05, 2022",False,"Beginner Friendly, Health, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/999/447/datas/medium_square.jpg,https://ardsley-hacks-15639.devpost.com
Hacking cfts challenge,"53 apt suite, London 5348 Mills road",£,110,14,cyberhacks,"Jun 04 - 14, 2022",False,"Cybersecurity, Design, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/998/854/datas/medium_square.jpg,https://hacking-cfts-challenge.devpost.com
HackAppleton,Online,$,3500,53,The Appleton Youth Education Initiative,"Sep 24, 2022",False,"Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/998/562/datas/medium_square.png,https://hackappleton.devpost.com
Trustworthy AI,Online,€,400,71,Maynooth University,"Jun 15 - 20, 2022",True,"Beginner Friendly, Machine Learning/AI, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://ethical-ai-nuim.devpost.com
Novi Q-Hack 2022 Hack-Q-Thon,Online,$,7,6,Novi Middle School Q-Hack/Coding Club,"Jun 03 - 10, 2022",True,"Design, Education, Quantum",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/997/604/datas/medium_square.jpg,https://novi-q-hack-2022-hack-q-thon.devpost.com
AYSI-Hacks,UTD,$,2000,28,AYSI,"May 28, 2022",False,"Beginner Friendly, Education, Open Ended",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://aysi-hacks.devpost.com
Hacking 4 Humanity COVID19,Online,€,1000,4,,"May 28, 2022",False,"Machine Learning/AI, Social Good, COVID-19",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://gitspain-h4h2.devpost.com
SchoolHacks,Online,$,7550,45,SchoolHacks,"Jun 04, 2022",False,"Machine Learning/AI, Mobile, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/994/140/datas/medium_square.jpeg,https://school-hacks.devpost.com
Hackathon Girls In Tech,Madhat,€,1000,7,Girls in Tech - Macau,"May 27 - 29, 2022",False,"Open Ended, Productivity, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/991/836/datas/medium_square.png,https://hackathon-girls-in-tech.devpost.com
Youth4Change Hackathon 2022,Online,$,100,3,Youth4Change,"May 28, 2022",False,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/918/659/datas/medium_square.png,https://youth4change.devpost.com
UXcamp,esi Algiers-Wed el semar,$,0,36,WTM Algiers,"May 27 - 28, 2022",True,Design,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/990/010/datas/medium_square.png,https://uxcamp.devpost.com
Helyx STEM Hacks,Online,$,50,101,The Helyx Initiative,"Jun 06 - Jul 04, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/988/666/datas/medium_square.PNG,https://helyx-stem-hacks.devpost.com
BioHack 2022,Online,$,326,5,BMES at UCR,"May 21 - 22, 2022",True,"Beginner Friendly, Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/955/335/datas/medium_square.png,https://biohack-2022-15547.devpost.com
Goma VR-Month Hackathon,Institute France,$,0,22,Insitute France,"May 21 - 23, 2022",False,"AR/VR, Design, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/118/datas/medium_square.jpg,https://goma-vr-month-hackathon.devpost.com
AcademiesHacks 2022,Academies of Loudoun,$,542,147,Loudoun County Public Schools,"May 20 - 22, 2022",True,"Beginner Friendly, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/953/102/datas/medium_square.png,https://aclhacks.devpost.com
ETH Seoul,Maru 180 & 360,$,0,62,Dystopia Labs,"Aug 06 - 12, 2022",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/955/336/datas/medium_square.png,https://eth-seoul.devpost.com
CompuMar,CompuMar,$,0,27,blockchain,"May 25 - Sep 27, 2022",False,"Blockchain, COVID-19, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/947/917/datas/medium_square.png,https://compumar.devpost.com
NetScout Online Cyberathon,Online,$,1750,40,NetScout,"May 21 - 22, 2022",False,Cybersecurity,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://netscout-online-cyberathon.devpost.com
STEM Explorers' Contest,Online,$,10000,239,Youth Pioneers in STEM,"May 18 - Jul 03, 2022",False,"Beginner Friendly, Education, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/945/867/datas/medium_square.png,https://stem-explorers-contest.devpost.com
GAPE Hacks: Empowering Education,Online,$,65,22,GAPE,"Jun 24 - 26, 2022",False,"Beginner Friendly, Education, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://gape-hacks-may2022.devpost.com
Execute 2.0,Online,₹,900000,32,Delhi Technological University,"May 28 - 29, 2022",False,"Blockchain, Education, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/932/280/datas/medium_square.png,https://executehack2-0.devpost.com
هاكثون التسويق الابتكاري,Online,$,3000,57,no one,"May 15 - 26, 2022",False,"Education, Lifehacks, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/929/693/datas/medium_square.png,https://imh.devpost.com
Hack !T 3,Higher Institute of Sciences - HIS,€,3500,84,Scientific Club of ESI - CSE,"May 13 - 14, 2022",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/930/398/datas/medium_square.png,https://hack-t-3-15513.devpost.com
Innohack: Indo Germany Hackathon,"Koovappally, India",₹,1600000,50,Amal Jyothi College of Engineering,"May 27 - 29, 2022",False,"Health, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/929/624/datas/medium_square.jpg,https://innohack2022.devpost.com
IoT WEEK 2022 Hackfest,IoT WEEK - Croke Park Conference Centre,€,0,70,SFI Research Centre for Data Analitics,"Jun 22 - Sep 10, 2022",False,"Design, IoT, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/928/636/datas/medium_square.png,https://iot-week-2022-hackfest.devpost.com
Hack Your Future,Online,$,0,5,HVLN,"Jun 03 - 05, 2022",True,Social Good,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/928/597/datas/medium_square.png,https://hack-your-future-1234.devpost.com
ZENCON Innovation Awards Hackathon 2022,Grand Hyatt Playa del Carmen Resort,$,100000,15,ZENIQ Technologies Limited,"May 12 - 18, 2022",False,"Blockchain, Fintech, Gaming",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/928/331/datas/medium_square.png,https://zencon.devpost.com
2022 WHS GWC x Robotics Hackathon,Washington High School,$,0,24,Washington High School,"May 22, 2022",False,"COVID-19, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/928/001/datas/medium_square.png,https://2022-hackathon.devpost.com
Veersa Hackathon,Online,₹,25000,43,Veersa Technologies,"May 10 - 17, 2022",True,Health,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/927/827/datas/medium_square.jpeg,https://veersa-abes-hackathon.devpost.com
HackFest 2022,Online,$,0,52,Google Developer Student Clubs @PSBA,"May 09 - 16, 2022",True,"Education, Social Good, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/863/701/datas/medium_square.png,https://hackfest2022.devpost.com
RegTech Africa x NayaOne Hackathon,Online,$,30000,11,RegTech Africa x NayaOne,"May 18 - 20, 2022",False,"Fintech, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/719/datas/medium_square.png,https://regtech-africa-hackathon.devpost.com
CATALA 2.0,"Universidad Jorge Tadeo Lozano, TadeoLab",$,1,1,Universidad Jorge Tadeo Lozano,"May 07 - 18, 2022",False,"Design, E-commerce/Retail, Enterprise",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/574/datas/medium_square.png,https://catala-2-0.devpost.com
Hack4Green,Indra - São Paulo,$,11250,43,Minsait Brasil,"May 04 - 29, 2022",True,"Enterprise, Productivity, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/567/datas/medium_square.png,https://hack4green-minsait.devpost.com
CATALA,"Universidad Jorge Tadeo Lozano, TadeoLab",$,1,3,Universidad Jorge Tadeo Lozano,"May 03 - 11, 2022",False,"Enterprise, Productivity, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/564/datas/medium_square.png,https://catala.devpost.com
Martin High School 4th Annual Hackathon,Martin High School Cafeteria,$,1920,46,Martin High School,"May 14 - 15, 2022",True,"Social Good, Voice skills, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/380/datas/medium_square.JPG,https://hackmhs-2022.devpost.com
Color Snack Creative Studio Mobile Hackathon,Online,$,3000,69,Color Snack Creative Studio,"May 03 - 31, 2022",True,"Beginner Friendly, Education, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/426/datas/medium_square.png,https://color-snack-creative-studio.devpost.com
AI4Science,Online,$,38000,68,DeepVerse LTD,"May 01 - 26, 2022",False,"Machine Learning/AI, Quantum",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/837/datas/medium_square.jpg,https://ai4science.devpost.com
Sustainability and Community AI Fair 2022,Online,$,1150,252,Community AI,"Apr 30 - Dec 31, 2022",False,"Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/912/974/datas/medium_square.png,https://aifair.devpost.com
Viking Hacks,DVC Cafeteria,$,0,3,Google Developer Student Clubs,"Apr 29 - 30, 2022",False,"Beginner Friendly, Communication, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/917/985/datas/medium_square.jpg,https://viking-hacks-dvc.devpost.com
Comet Hack,University of Texas at Dallas ECSN,$,250,14,CometHack,"Apr 29 - May 01, 2022",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/257/datas/medium_square.png,https://comet-hack-15411.devpost.com
Veersa Hackathon,Online,₹,40000,53,Veersa Technologies,"Apr 29 - May 04, 2022",True,"Beginner Friendly, Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/096/datas/medium_square.jpeg,https://veersa-hackathon.devpost.com
data Recovery Services in Bangalore,"Bengaluru, India",$,20,1,Terra,"Apr 28, 2022",False,Communication,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://data-recovery-bangalore.devpost.com
CSUEB MESA Hackathon,Online,$,700,45,"California State University, East Bay","Jun 03 - 05, 2022",True,"Enterprise, Beginner Friendly, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/893/849/datas/medium_square.png,https://csueb-mesa-hackathon.devpost.com
WECEHacks,ECE Building,$,1140,18,WECE,"May 01, 2022",True,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/920/332/datas/medium_square.png,https://wecehacks-2022.devpost.com
Spring Hacks,Online,$,0,12,other,"Apr 29 - Jun 12, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/917/115/datas/medium_square.jpeg,https://spring-hack.devpost.com
Eton College Hackathon,Online,£,140,8,Eton College,"Apr 29 - May 08, 2022",True,"Social Good, Beginner Friendly, Open Ended",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://eton.devpost.com
GT Greek Week 2022 Hackathon,Online,$,0,10,Greek Week,"Apr 22 - 23, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/097/datas/medium_square.jpg,https://gt-greek-week-2022-hackathon.devpost.com
AREA 51,Online,₹,18000,1,UnicornDev Community,"Apr 21 - 22, 2022",False,"Blockchain, Cybersecurity, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/913/108/datas/medium_square.png,https://area-51.devpost.com
BioMedTech Hackathon,BIT Center,$,9400,57,ITJuana,"Apr 20 - Jun 03, 2022",False,"Education, Health, IoT",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://biomedtech-valley.devpost.com
Incubathon,"Meeting Room of FGE, USTHB",$,0,17,OpenMindsClub,"Apr 20 - 22, 2022",True,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/794/datas/medium_square.png,https://omc-incubathon.devpost.com
GDI Accelerate Inclusive Design Challenge,Online,£,1500,26,Global Disability Innovation Hub,"May 06 - Jun 20, 2022",True,"Beginner Friendly, Design, Mobile",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/651/datas/medium_square.png,https://gdi-accelerate.devpost.com
Hack For Inclusion,Online,₹,125000,36,Indian Hacking League,"May 13 - 15, 2022",False,"Beginner Friendly, Blockchain, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/910/519/datas/medium_square.png,https://h4i.devpost.com
Hack Exeter 2022,Online,$,980,104,Phillips Exeter Academy,"May 14 - 15, 2022",True,"Beginner Friendly, Design, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/902/683/datas/medium_square.jpg,https://hack-exeter-2022.devpost.com
CPES Hack in Scratch 2022,Advanced Technologies Lab (ATL),$,0,3,CPSLO Computer Engineering Society,"Apr 24, 2022",False,"Education, Gaming, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/592/datas/medium_square.jpg,https://cpes-hack-in-scratch-2022.devpost.com
Albany Hacks 2022,Online,$,45,13,Albany High School Programming Club,"Apr 19 - 25, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/906/625/datas/medium_square.png,https://albany-hacks-2022.devpost.com
"PowerToFly Student Hackathon (April, 2022)",Online,₹,100000,244,student,"Apr 23 - 24, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/616/datas/medium_square.png,https://ptf-student-hackathon-v2.devpost.com
Stellar x Ledger Community Hackathon Paris,Cloud Business Center,$,2000,17,Stellar Development Foundation,"Apr 14 - 15, 2022",False,"Blockchain, Cybersecurity, Fintech",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://stellar-ledger.devpost.com
MindSpark,Online,$,1500,4,GRIDS,"Apr 15 - 16, 2022",True,"Health, Machine Learning/AI, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://mindspark.devpost.com
Power Edo Bootcamp 3.0,Edo Innovates,$,0,31,Power Platform User Group Edo,"Apr 13 - 19, 2022",False,"Health, Low/No Code",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://poweredo3.devpost.com
Simmons SharkHack 2022,Online,$,0,5,Simmons University,"Apr 23 - 24, 2022",False,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/903/591/datas/medium_square.png,https://simmons-sharkhack-2022.devpost.com
BlockHack Hackathon 2022,Online,$,1000,17,Bitcoin Bay,"May 06 - 08, 2022",False,"Blockchain, Gaming, Open Ended",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://blockhack-hackathon-15264.devpost.com
Climathon #1: Expanding NYC,Online,$,0,6,Civics Unplugged,"Apr 16, 2022",True,"Low/No Code, Social Good, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/893/641/datas/medium_square.png,https://climathon-1.devpost.com
Hacks for Humanity 2022,Online,$,10300,317,Project Humanities,"Oct 07 - 09, 2022",False,"Beginner Friendly, Social Good, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/896/258/datas/medium_square.png,https://hacks-for-humanity-2022.devpost.com
Global Hack Week: Share 2022 Day 7,Online,$,0,19,Major League Hacking,"Apr 09 - 10, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/897/839/datas/medium_square.png,https://ghw-share-2022-day-7.devpost.com
ANova Hacks 2022,Trellis SF,$,1600,0,ANova,"Apr 09 - 10, 2022",True,"Beginner Friendly, Design, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/898/626/datas/medium_square.jpg,https://anova-hacks-2022.devpost.com
